Date,SPY,QQQ,TLT,GLD,EFA
2015-01-01,0.005006408082109739,0.004401670814921008,0.003277106773018925,0.014477625849684534,0.0032105536924155894
2015-01-02,-0.002359878707874164,0.00797360854563484,0.005997074218589567,-0.0035540505260994323,0.004002599154855722
2015-01-05,-0.00467081130792038,-0.008053709955254748,0.0029561480165469535,-0.016212949049424438,-0.018217822687954875
2015-01-06,-0.005667325591179324,-0.012743529538882957,0.0037492158360444222,-0.0072331204105035895,-0.0169595440293652
2015-01-07,0.014772351054988208,0.014197182258393318,-0.0033914704430441167,-0.011497742240440112,0.007423615489511451
2015-01-08,0.0011179946177202202,-0.0064510886665624795,0.0024081625163146353,-0.0041260936274917625,-0.003004799899631006
2015-01-09,-0.006064632602598705,0.005849598158385144,0.0014299411383235942,-0.010141952394459282,0.0028745278639250222
2015-01-12,-0.012304947381012236,-0.011687812741739743,-0.010654008038912453,-0.015203034298609412,-0.009654136915839098
2015-01-13,0.0074430435131437765,0.009045577258596733,-0.0027788604533416483,-0.002528022056777467,-0.004543801858280013
2015-01-14,-0.007255347649990676,-0.010765991791700924,0.00940661189281061,0.0044961716140507904,-0.019368259521611066
2015-01-15,0.0032664593787477924,0.0009148843662494945,-0.005636963756415339,0.004517646555080841,0.010035816942841275
2015-01-16,0.009386421318552648,0.00440332187668989,-0.004623383702014518,0.0031078190859474444,0.014092685650070262
2015-01-19,-0.004829622354314483,-0.006363662308548604,-0.006559600437951762,-0.01224064377041629,0.0008562865460093506
2015-01-20,0.013669614604607742,0.014046046003885876,0.0035203974733649477,0.005336838440123873,0.007036864517474688
2015-01-21,0.0036425253222356862,0.01407788273202106,-0.0012650263873385545,0.01307022890234394,-0.01332532038937016
2015-01-22,0.008283998584830548,0.009379465789338773,-0.0042949647796031885,0.0006531422499335073,-0.00751783879343038
2015-01-23,-0.002214084515238594,1.763349845962262e-05,0.011033458883684214,-0.002390777856059975,-0.0073729612409579315
2015-01-26,-0.005057235641522592,0.0007020627191598728,0.003622594521053633,-0.004634921033439622,0.0005173796360731356
2015-01-27,0.0009784497274762489,0.0074683427469959315,-0.005262880982618335,-0.0042647392197370125,-0.0010381525318935573
2015-01-28,-0.014750844162983537,-0.01370746960664462,0.005710024321244728,-0.0003014421841026672,-0.013729865764257174
2015-01-29,-0.01426559617684703,-0.017948950813524545,0.0013330236511076739,-0.00795156695112931,-0.01426116637579256
2015-01-30,0.004072449844395566,0.01684528828206067,9.951330605305456e-05,0.0019725085342057035,0.0055875283754322925
2015-02-02,-0.01933939603242071,-0.020724076581373353,0.005504037046888434,0.02058545509180643,-0.016476738846074954
2015-02-03,0.0030393115288655163,0.002998892106122054,-0.009072066458976145,0.008199836999840619,0.008460848610631067
2015-02-04,0.007972852613269018,0.0024356986568467966,0.007873036756375218,-0.009236339153713226,0.009313896596276823
2015-02-05,0.022077717500249748,0.016883545690458395,-0.009769860126882584,0.0013098440054795102,0.013553129725061785
2015-02-06,-0.015629218307669092,-0.016151003093198165,-0.003422038170341483,0.0017175503400876325,-0.019781687838254573
2015-02-09,0.01562187041576865,0.011399912078395536,-0.006353182474069718,0.007514644230495157,0.003442835781478937
