Date,Portfolio Return,VaR 99%,Exception
2015-12-18,-0.004593194189459174,-0.014359420657635362,0
2015-12-21,0.003314359780385425,-0.014359420657635362,0
2015-12-22,-0.009859288552214268,-0.014359420657635362,0
2015-12-23,0.006725584955462165,-0.014359420657635362,0
2015-12-24,0.005602765914747135,-0.014359420657635362,0
2015-12-25,0.00216507372262929,-0.014359420657635362,0
2015-12-28,-0.014344334187898329,-0.01436260253805751,0
2015-12-29,0.00805052281312063,-0.01436260253805751,0
2015-12-30,0.001294249206124025,-0.01436260253805751,0
2015-12-31,-0.0029735585214311555,-0.01436260253805751,0
2016-01-01,-0.0033451022428056306,-0.01436260253805751,0
2016-01-04,0.00442906282341467,-0.01436260253805751,0
2016-01-05,-0.0113551705008593,-0.01436260253805751,0
2016-01-06,0.0019152822734661349,-0.01436260253805751,0
2016-01-07,-0.01480497916514362,-0.01469376762116834,1
2016-01-08,0.013248508401925773,-0.01469376762116834,0
2016-01-11,-0.003981590640593745,-0.01469376762116834,0
2016-01-12,0.00439019275514762,-0.01469376762116834,0
2016-01-13,-0.014077819039694815,-0.01469376762116834,0
2016-01-14,-0.008954223363852924,-0.01469376762116834,0
2016-01-15,-0.01773003343399439,-0.01686692256914615,1
2016-01-18,0.001130598857424105,-0.01686692256914615,0
2016-01-19,-0.004153017174452225,-0.01686692256914615,0
2016-01-20,-0.00086016355372029,-0.01686692256914615,0
2016-01-21,0.00046421158971636034,-0.01686692256914615,0
2016-01-22,0.00679835122682256,-0.01686692256914615,0
2016-01-25,0.005968174118035216,-0.01686692256914615,0
2016-01-26,0.0047057744015969755,-0.01686692256914615,0
2016-01-27,-0.00201229719739559,-0.01686692256914615,0
2016-01-28,-0.0012503159155163501,-0.01686692256914615,0
2016-01-29,-0.005308114873956355,-0.01686692256914615,0
2016-02-01,0.01201632894719835,-0.01686692256914615,0
2016-02-02,0.00879356771172126,-0.01686692256914615,0
2016-02-03,0.0022422630747206654,-0.01686692256914615,0
2016-02-04,-0.01058074830504078,-0.01686692256914615,0
2016-02-05,0.003768632565982385,-0.01686692256914615,0
2016-02-08,0.0054325289798108104,-0.01686692256914615,0
2016-02-09,0.0050519006977744205,-0.01686692256914615,0
2016-02-10,-0.0021533175386929497,-0.01686692256914615,0
2016-02-11,0.009525115114868015,-0.01686692256914615,0
2016-02-12,-0.006069905331532826,-0.01686692256914615,0
2016-02-15,-0.005194635712240216,-0.01686692256914615,0
2016-02-16,0.00604429448280873,-0.01686692256914615,0
2016-02-17,0.00502459939950755,-0.01686692256914615,0
2016-02-18,0.002677029386743465,-0.01686692256914615,0
2016-02-19,0.006263646650220476,-0.01686692256914615,0
2016-02-22,-0.0006031407183009303,-0.01686692256914615,0
2016-02-23,0.002291845367316595,-0.01686692256914615,0
2016-02-24,0.019850455982328197,-0.01686692256914615,0
2016-02-25,0.0021230602448620846,-0.01686692256914615,0
2016-02-26,0.0018817037882454153,-0.01686692256914615,0
2016-02-29,-0.01107182958379433,-0.01686692256914615,0
2016-03-01,0.00368221142549817,-0.01686692256914615,0
2016-03-02,0.006272787360905419,-0.01686692256914615,0
2016-03-03,0.01060816340446744,-0.01686692256914615,0
2016-03-04,-0.002507699678541965,-0.01686692256914615,0
2016-03-07,-0.014334349270228254,-0.01686692256914615,0
2016-03-08,0.004510540226403509,-0.01686692256914615,0
2016-03-09,0.0039375473079399145,-0.01686692256914615,0
2016-03-10,-0.00382804294130696,-0.01686692256914615,0
2016-03-11,0.004259334001978305,-0.01686692256914615,0
2016-03-14,-0.003504456159966845,-0.01686692256914615,0
2016-03-15,-0.00344069703223922,-0.01686692256914615,0
2016-03-16,0.0016580166939595537,-0.01686692256914615,0
2016-03-17,-0.0030704739907954346,-0.01686692256914615,0
2016-03-18,0.00212533424927089,-0.01686692256914615,0
2016-03-21,0.0028228855793831597,-0.01686692256914615,0
2016-03-22,-0.012325561078122235,-0.01686692256914615,0
2016-03-23,-0.002281428336949795,-0.01686692256914615,0
2016-03-24,-0.0013439435518124198,-0.01686692256914615,0
2016-03-25,-0.0026191233482058046,-0.01686692256914615,0
2016-03-28,-0.0033893514157553152,-0.01686692256914615,0
2016-03-29,0.019146800672587554,-0.01686692256914615,0
2016-03-30,0.0007841996532542499,-0.01686692256914615,0
2016-03-31,0.008868604629083135,-0.01686692256914615,0
2016-04-01,0.0013617117177412848,-0.01686692256914615,0
2016-04-04,-0.00177102300589833,-0.01686692256914615,0
2016-04-05,0.002000494775567805,-0.01686692256914615,0
2016-04-06,0.00838287313938137,-0.01686692256914615,0
2016-04-07,0.00428213334603379,-0.01686692256914615,0
2016-04-08,0.0006084010164462703,-0.01686692256914615,0
2016-04-11,0.0047412348366836195,-0.01686692256914615,0
2016-04-12,-0.0010187906390754851,-0.01686692256914615,0
2016-04-13,-0.00223887380569098,-0.01686692256914615,0
2016-04-14,0.00369869403781232,-0.01686692256914615,0
2016-04-15,1.3226841703380251e-05,-0.01686692256914615,0
2016-04-18,0.006743897713976286,-0.01686692256914615,0
2016-04-19,0.0024190751976102447,-0.01686692256914615,0
2016-04-20,0.009624057948236349,-0.01686692256914615,0
2016-04-21,0.0060304642977708845,-0.01686692256914615,0
2016-04-22,0.0016852969934836254,-0.01686692256914615,0
2016-04-25,0.0033708346492442908,-0.01686692256914615,0
2016-04-26,0.00086802422914066,-0.01686692256914615,0
2016-04-27,0.0036702296897198603,-0.01686692256914615,0
2016-04-28,0.009452070503350554,-0.01686692256914615,0
2016-04-29,-0.0015378246924521552,-0.01686692256914615,0
2016-05-02,-0.010200643688157285,-0.01686692256914615,0
2016-05-03,-0.00023759936591149524,-0.01686692256914615,0
2016-05-04,0.005391099787145795,-0.01686692256914615,0
2016-05-05,-0.01807960073259599,-0.017689910458552408,1
2016-05-06,0.01327644529313968,-0.017689910458552408,0
2016-05-09,0.008838711426570748,-0.017689910458552408,0
2016-05-10,-0.0006822038944588,-0.017689910458552408,0
2016-05-11,0.001713355994108144,-0.017689910458552408,0
2016-05-12,-0.010449796899387754,-0.017689910458552408,0
2016-05-13,-0.009985592358499456,-0.017689910458552408,0
2016-05-16,-0.008656915831685055,-0.017689910458552408,0
2016-05-17,-0.01017116621793132,-0.017689910458552408,0
2016-05-18,-0.004921836808824301,-0.017689910458552408,0
2016-05-19,0.006054739816500059,-0.017689910458552408,0
2016-05-20,-0.009376326597223475,-0.017689910458552408,0
2016-05-23,0.0010015812383076354,-0.017689910458552408,0
2016-05-24,-0.0118089688265852,-0.017689910458552408,0
2016-05-25,-0.001736348620869345,-0.017689910458552408,0
2016-05-26,0.0029461621347127496,-0.017689910458552408,0
2016-05-27,0.00599225576744445,-0.017689910458552408,0
2016-05-30,2.3363014925483463e-05,-0.017689910458552408,0
2016-05-31,-0.00477026319632634,-0.017689910458552408,0
2016-06-01,-0.003546683705324109,-0.017689910458552408,0
2016-06-02,-0.00032367293289360525,-0.017689910458552408,0
2016-06-03,-0.001261793758751638,-0.017689910458552408,0
2016-06-06,0.00101246724191753,-0.017689910458552408,0
2016-06-07,-0.00820203871515302,-0.017689910458552408,0
2016-06-08,-0.0050278185809271205,-0.017689910458552408,0
2016-06-09,0.003819237130905595,-0.017689910458552408,0
2016-06-10,0.00578828519502425,-0.017689910458552408,0
2016-06-13,0.00027102145863817006,-0.017689910458552408,0
2016-06-14,0.0023146052865338396,-0.017689910458552408,0
2016-06-15,0.0004370049123059601,-0.017689910458552408,0
2016-06-16,0.00594532894938631,-0.017689910458552408,0
2016-06-17,-0.0035074587481884155,-0.017689910458552408,0
2016-06-20,0.014193316572322616,-0.017689910458552408,0
2016-06-21,-0.0064704016746731105,-0.017689910458552408,0
2016-06-22,-0.009730112788463715,-0.017689910458552408,0
2016-06-23,-0.006875019513271385,-0.017689910458552408,0
2016-06-24,-0.00450356485328364,-0.017689910458552408,0
2016-06-27,-0.006189255038175341,-0.017689910458552408,0
2016-06-28,0.001812008221137265,-0.017689910458552408,0
2016-06-29,-9.888756628430014e-05,-0.017689910458552408,0
2016-06-30,-0.011462930103654977,-0.017689910458552408,0
2016-07-01,0.01138120640300925,-0.017689910458552408,0
2016-07-04,0.002558414149230555,-0.017689910458552408,0
2016-07-05,0.0009131412324246849,-0.017689910458552408,0
2016-07-06,-0.0003709039884885249,-0.017689910458552408,0
2016-07-07,0.0006589688225318851,-0.017689910458552408,0
2016-07-08,-0.007130087416371085,-0.017689910458552408,0
2016-07-11,0.00484544781811176,-0.017689910458552408,0
2016-07-12,0.009521821045209815,-0.017689910458552408,0
2016-07-13,0.003858664844617735,-0.017689910458552408,0
2016-07-14,-0.00815962849537862,-0.017689910458552408,0
2016-07-15,0.001856864412652105,-0.017689910458552408,0
2016-07-18,-0.012699472876022374,-0.017689910458552408,0
2016-07-19,-0.0054920836851604,-0.017689910458552408,0
2016-07-20,-0.00199529451940726,-0.017689910458552408,0
2016-07-21,0.006163709013382,-0.017689910458552408,0
2016-07-22,0.00576532228196496,-0.017689910458552408,0
2016-07-25,0.01444891843487032,-0.017689910458552408,0
2016-07-26,-0.006487036811157266,-0.017689910458552408,0
2016-07-27,0.006441615278711345,-0.017689910458552408,0
2016-07-28,0.00039323300379039995,-0.017689910458552408,0
2016-07-29,-0.0037385552778485594,-0.017689910458552408,0
2016-08-01,0.00567195458785518,-0.017689910458552408,0
2016-08-02,-0.005129467022310706,-0.017689910458552408,0
2016-08-03,0.007761961398760946,-0.017689910458552408,0
2016-08-04,0.0005363217571551603,-0.017689910458552408,0
2016-08-05,-0.005105456392579027,-0.017689910458552408,0
2016-08-08,-0.00751792174841214,-0.017689910458552408,0
2016-08-09,0.00312557839891913,-0.017689910458552408,0
2016-08-10,-0.0022833486987799897,-0.017689910458552408,0
2016-08-11,-0.000580231731819175,-0.017689910458552408,0
2016-08-12,0.009536545038838471,-0.017689910458552408,0
2016-08-15,-0.004056057694473622,-0.017689910458552408,0
2016-08-16,-0.00890046471267429,-0.017689910458552408,0
2016-08-17,0.01553969534011567,-0.017689910458552408,0
2016-08-18,0.00481111925767068,-0.017689910458552408,0
2016-08-19,0.00422221865280395,-0.017689910458552408,0
2016-08-22,-0.00399337214903982,-0.017689910458552408,0
2016-08-23,0.0014616842855107828,-0.017689910458552408,0
2016-08-24,0.0027316525852057096,-0.017689910458552408,0
2016-08-25,0.0008911281895572297,-0.017689910458552408,0
2016-08-26,-0.0025309054573304447,-0.017689910458552408,0
2016-08-29,-0.002087036021012251,-0.017689910458552408,0
2016-08-30,-0.009473123710115005,-0.017689910458552408,0
2016-08-31,0.004548043975725696,-0.017689910458552408,0
2016-09-01,0.012771125091146814,-0.017689910458552408,0
2016-09-02,-0.002638075046439065,-0.017689910458552408,0
2016-09-05,0.006267727984853886,-0.017689910458552408,0
2016-09-06,-0.007047757656683945,-0.017689910458552408,0
2016-09-07,-0.00352542780926833,-0.017689910458552408,0
2016-09-08,0.008870583898073738,-0.017689910458552408,0
2016-09-09,0.00567071018930737,-0.017689910458552408,0
2016-09-12,-0.006090261039955979,-0.017689910458552408,0
2016-09-13,0.003320282073495573,-0.017689910458552408,0
2016-09-14,-0.0030361761824030495,-0.017689910458552408,0
2016-09-15,0.008027814758539259,-0.017689910458552408,0
2016-09-16,-0.00610353315935132,-0.017689910458552408,0
2016-09-19,0.0030154050214257445,-0.016984144595437442,0
2016-09-20,0.004631009103591456,-0.016984144595437442,0
2016-09-21,-0.0024612478879685903,-0.016984144595437442,0
2016-09-22,-0.0018818942873969251,-0.016984144595437442,0
2016-09-23,-0.0002918325095736,-0.016984144595437442,0
2016-09-26,0.004698861012671895,-0.016984144595437442,0
2016-09-27,0.003721497621740965,-0.016984144595437442,0
2016-09-28,-0.00107193347428383,-0.016984144595437442,0
2016-09-29,-0.00580200190264738,-0.016984144595437442,0
2016-09-30,-0.011451160186010846,-0.016984144595437442,0
2016-10-03,0.004510477534577115,-0.016984144595437442,0
2016-10-04,0.010323081293143334,-0.016984144595437442,0
2016-10-05,0.0054779926262374205,-0.016984144595437442,0
2016-10-06,0.00643154152717542,-0.016984144595437442,0
2016-10-07,0.021188527401248106,-0.016984144595437442,0
2016-10-10,0.0031054266952169653,-0.016984144595437442,0
2016-10-11,0.0010238469929301952,-0.016984144595437442,0
2016-10-12,0.0071078146744925404,-0.016984144595437442,0
2016-10-13,0.0033026951189465397,-0.016984144595437442,0
2016-10-14,-0.003948374310716935,-0.016984144595437442,0
2016-10-17,0.00372096450966236,-0.016984144595437442,0
2016-10-18,0.0026800767576657903,-0.016984144595437442,0
2016-10-19,0.00480877818635672,-0.016984144595437442,0
2016-10-20,0.008081619259965426,-0.016984144595437442,0
2016-10-21,-0.0008478068371694249,-0.016984144595437442,0
2016-10-24,-0.01033170764277776,-0.016984144595437442,0
2016-10-25,0.00521906361669524,-0.016984144595437442,0
2016-10-26,0.0002700471282983648,-0.016984144595437442,0
